SMILES,IUPAC,InChI,InChIKey,MolWeight,ExactMass,HBondDonors,HBondAcceptors,TPSA,LogP,RotatableBonds,Solubility,Viscosity_cP,ThermalStability_Score,BoilingPoint_C
O=C(Cn1c(Br)nc(Br)c1Br)NN=Cc1ccccc1,"N-(benzylideneamino)-2-(2,4,5-tribromoimidazol-1-yl)acetamide","InChI=1S/C12H9Br3N4O/c13-10-11(14)19(12(15)17-10)7-9(20)18-16-6-8-4-2-1-3-5-8/h1-6H,7H2,(H,18,20)",CSILVJQTJCCPLF-UHFFFAOYSA-N,464.943,461.83264720800014,1.0,4.0,59.28,3.3209000000000017,4.0,4.2,7.358,9.889,373.458
COc1cc(OC)cc(C2=NC(=Cc3ccc(C)cc3C)C(=O)O2)c1,"2-(3,5-dimethoxyphenyl)-4-[(2,4-dimethylphenyl)methylidene]-1,3-oxazol-5-one","InChI=1S/C20H19NO4/c1-12-5-6-14(13(2)7-12)10-18-20(22)25-19(21-18)15-8-16(23-3)11-17(9-15)24-4/h5-11H,1-4H3",VIZRCOBGZRIPHO-UHFFFAOYSA-N,337.3750000000001,337.131408088,0.0,5.0,57.120000000000005,3.665140000000002,4.0,4.2,6.887,4.199,378.866
CC(C)(C)C(Nc1ns(=O)nc1Nc1cccc(C(=O)N2CCCC(O)C2)c1O)c1ccccc1,"[3-[[4-[(2,2-dimethyl-1-phenylpropyl)amino]-1-oxo-1,2,5-thiadiazol-3-yl]amino]-2-hydroxyphenyl]-(3-hydroxypiperidin-1-yl)methanone","InChI=1S/C25H31N5O4S/c1-25(2,3)21(16-9-5-4-6-10-16)27-23-22(28-35(34)29-23)26-19-13-7-12-18(20(19)32)24(33)30-14-8-11-17(31)15-30/h4-7,9-10,12-13,17,21,31-32H,8,11,14-15H2,1-3H3,(H,26,28)(H,27,29)",XDNWTKXEYVUXPI-UHFFFAOYSA-N,497.6210000000003,497.209675472,4.0,6.0,126.62,3.167300000000002,4.0,3.7,14.657,11.216,367.167
CCCCOCc1nc(NCC)c2ccsc2n1,"2-(butoxymethyl)-N-ethylthieno[2,3-d]pyrimidin-4-amine","InChI=1S/C13H19N3OS/c1-3-5-7-17-9-11-15-12(14-4-2)10-6-8-18-13(10)16-11/h6,8H,3-5,7,9H2,1-2H3,(H,14,15,16)",IWGFUKWDCIPRIX-UHFFFAOYSA-N,265.382,265.124883228,1.0,5.0,47.04,3.4398000000000017,7.0,3.2,5.835,-14.851,350.446
CCC1CCCCN1C(=O)CN1C(=O)N(c2ccccc2C)S(=O)(=O)c2ccccc21,"4-[2-(2-ethylpiperidin-1-yl)-2-oxoethyl]-2-(2-methylphenyl)-1,1-dioxo-1lambda6,2,4-benzothiadiazin-3-one","InChI=1S/C23H27N3O4S/c1-3-18-11-8-9-15-24(18)22(27)16-25-20-13-6-7-14-21(20)31(29,30)26(23(25)28)19-12-5-4-10-17(19)2/h4-7,10,12-14,18H,3,8-9,11,15-16H2,1-2H3",PNPFAACRLMCRCY-UHFFFAOYSA-N,441.55300000000017,441.172227344,0.0,4.0,78.0,3.921420000000004,4.0,3.8,9.083,9.92,414.755
CC(C)(C)c1cc(C(C)(C)C)cc(c2c3nc(c(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(P(c5ccccc5)c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)c1,"diphenyl-[10,15,20-tris(3,5-ditert-butylphenyl)-21,23-dihydroporphyrin-5-yl]phosphane","InChI=1S/C74H83N4P/c1-69(2,3)49-37-46(38-50(43-49)70(4,5)6)65-57-29-31-59(75-57)66(47-39-51(71(7,8)9)44-52(40-47)72(10,11)12)61-33-35-63(77-61)68(79(55-25-21-19-22-26-55)56-27-23-20-24-28-56)64-36-34-62(78-64)67(60-32-30-58(65)76-60)48-41-53(73(13,14)15)45-54(42-48)74(16,17)18/h19-45,75,78H,1-18H3",DIYKFACUNIIXOO-UHFFFAOYSA-N,1059.4799999999998,1058.6355352859998,2.0,2.0,57.36,19.1998,6.0,21.5,8.255,61.374,1659.502
OCC(=C(Cl)Cl)C(Cl)=C(Cl)Cl,"3,4,4-trichloro-2-(dichloromethylidene)but-3-en-1-ol","InChI=1S/C5H3Cl5O/c6-3(5(9)10)2(1-11)4(7)8/h11H,1H2",CPHDJGWVESSZBL-UHFFFAOYSA-N,256.343,253.862653116,1.0,1.0,20.23,3.5534,2.0,3.9,2.736,9.924,357.52
CCc1noc(C)c1C(=O)NNC(=S)NCc1ccc(F)cc1,"1-[(3-ethyl-5-methyl-1,2-oxazole-4-carbonyl)amino]-3-[(4-fluorophenyl)methyl]thiourea","InChI=1S/C15H17FN4O2S/c1-3-12-13(9(2)22-20-12)14(21)18-19-15(23)17-8-10-4-6-11(16)7-5-10/h4-7H,3,8H2,1-2H3,(H,18,21)(H2,17,19,23)",OPVXTEMPEBCXBR-UHFFFAOYSA-N,336.39200000000005,336.105625004,3.0,4.0,79.19,1.99362,4.0,2.4,9.292,0.807,253.344
COc1cc(C=C2SC(=O)N(CCNC(=O)C(C)SC)C2=O)cc(OC)c1OC,"N-[2-[2,4-dioxo-5-[(3,4,5-trimethoxyphenyl)methylidene]-1,3-thiazolidin-3-yl]ethyl]-2-methylsulfanylpropanamide","InChI=1S/C19H24N2O6S2/c1-11(28-5)17(22)20-6-7-21-18(23)15(29-19(21)24)10-12-8-13(25-2)16(27-4)14(9-12)26-3/h8-11H,6-7H2,1-5H3,(H,20,22)",WUUOFVBZOSWONJ-UHFFFAOYSA-N,440.5430000000002,440.1075784879999,1.0,8.0,94.17000000000002,2.6164000000000005,9.0,2.7,11.198,-17.74,316.717
COc1ccc(NC(=O)c2cccn2C)cc1OC,"N-(3,4-dimethoxyphenyl)-1-methylpyrrole-2-carboxamide","InChI=1S/C14H16N2O3/c1-16-8-4-5-11(16)14(17)15-10-6-7-12(18-2)13(9-10)19-3/h4-9H,1-3H3,(H,15,17)",MCKCZBOKMFYOHU-UHFFFAOYSA-N,260.293,260.116092372,1.0,4.0,52.49,2.2946,4.0,1.8,6.27,-2.396,263.742
CCC(OCC1CC1)c1nc(CCl)cs1,"4-(chloromethyl)-2-[1-(cyclopropylmethoxy)propyl]-1,3-thiazole","InChI=1S/C11H16ClNOS/c1-2-10(14-6-8-3-4-8)11-13-9(5-12)7-15-11/h7-8,10H,2-6H2,1H3",HTNFNKSDBUHNBM-UHFFFAOYSA-N,245.775,245.064112812,0.0,3.0,22.12,3.7596000000000025,6.0,2.7,3.004,-10.192,371.294
O=C(NNC(=O)C1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)c1cc(Br)c[nH]1,N'-(4-bromo-1H-pyrrole-2-carbonyl)-1-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]piperidine-4-carbohydrazide,"InChI=1S/C17H16BrClF3N5O2/c18-11-6-13(23-8-11)16(29)26-25-15(28)9-1-3-27(4-2-9)14-12(19)5-10(7-24-14)17(20,21)22/h5-9,23H,1-4H2,(H,25,28)(H,26,29)",FMCTWTHBIZUVOM-UHFFFAOYSA-N,494.6990000000002,493.0127991920001,3.0,4.0,90.12,3.522000000000002,3.0,3.6,10.701,16.779,393.302
CC(Sc1nnc(COc2ccc(F)cc2)o1)C(=O)c1ccc2c(c1)CCC2,"1-(2,3-dihydro-1H-inden-5-yl)-2-[[5-[(4-fluorophenoxy)methyl]-1,3,4-oxadiazol-2-yl]sulfanyl]propan-1-one","InChI=1S/C21H19FN2O3S/c1-13(20(25)16-6-5-14-3-2-4-15(14)11-16)28-21-24-23-19(27-21)12-26-18-9-7-17(22)8-10-18/h5-11,13H,2-4,12H2,1H3",RUCLNUGTHPJFAU-UHFFFAOYSA-N,398.4590000000002,398.110041688,0.0,6.0,65.22,4.639900000000004,7.0,4.8,7.919,-5.797,461.746
CCC(C)C(NC(=O)Nc1ccc(Cl)c(Cl)c1)C(=O)Nc1nnc(c2cccc(C)c2)s1,"2-[(3,4-dichlorophenyl)carbamoylamino]-3-methyl-N-[5-(3-methylphenyl)-1,3,4-thiadiazol-2-yl]pentanamide","InChI=1S/C22H23Cl2N5O2S/c1-4-13(3)18(26-21(31)25-15-8-9-16(23)17(24)11-15)19(30)27-22-29-28-20(32-22)14-7-5-6-12(2)10-14/h5-11,13,18H,4H2,1-3H3,(H2,25,26,31)(H,27,29,30)",JRUHZNIUOUHSTR-UHFFFAOYSA-N,492.4320000000002,491.09495133600007,3.0,5.0,96.01,5.995220000000003,7.0,5.6,11.386,1.612,578.431
CCC(C(=O)N(C)Cc1ccccc1OC)N(c1ccc(C)c(C)c1)S(C)(=O)=O,"2-(3,4-dimethyl-N-methylsulfonylanilino)-N-[(2-methoxyphenyl)methyl]-N-methylbutanamide","InChI=1S/C22H30N2O4S/c1-7-20(22(25)23(4)15-18-10-8-9-11-21(18)28-5)24(29(6,26)27)19-13-12-16(2)17(3)14-19/h8-14,20H,7,15H2,1-6H3",CJDBBAJQVJYXGH-UHFFFAOYSA-N,418.5590000000002,418.19262844,0.0,4.0,66.92,3.515240000000003,8.0,3.7,7.929,-12.042,380.612
COc1cccc(C(=O)NCC2(C)COC2)c1,3-methoxy-N-[(3-methyloxetan-3-yl)methyl]benzamide,"InChI=1S/C13H17NO3/c1-13(8-17-9-13)7-14-12(15)10-4-3-5-11(6-10)16-2/h3-6H,7-9H2,1-2H3,(H,14,15)",LNEQFOWBBKYIGO-UHFFFAOYSA-N,235.283,235.120843404,1.0,3.0,47.56,1.4614999999999998,4.0,1.4,5.627,-5.313,197.258
CCNC(=O)N1CCC(NS(=O)(=O)c2cccs2)CC1,N-ethyl-4-(thiophen-2-ylsulfonylamino)piperidine-1-carboxamide,"InChI=1S/C12H19N3O3S2/c1-2-13-12(16)15-7-5-10(6-8-15)14-20(17,18)11-4-3-9-19-11/h3-4,9-10,14H,2,5-8H2,1H3,(H,13,16)",CQDZJIKFZHWMSO-UHFFFAOYSA-N,317.4360000000001,317.086783468,2.0,4.0,78.51,1.2203000000000002,4.0,1.1,9.086,-1.688,192.312
Cc1ccc(c2[nH]c3ccc(Cl)cc3c2C(C=Cc2ccccc2)c2ccccc2)cc1,"5-chloro-3-(1,3-diphenylprop-2-enyl)-2-(4-methylphenyl)-1H-indole","InChI=1S/C30H24ClN/c1-21-12-15-24(16-13-21)30-29(27-20-25(31)17-19-28(27)32-30)26(23-10-6-3-7-11-23)18-14-22-8-4-2-5-9-22/h2-20,26,32H,1H3",KHZMBAIMYJTYQJ-UHFFFAOYSA-N,433.98200000000014,433.159727448,1.0,0.0,15.79,8.642020000000002,5.0,8.7,2.547,13.983,767.589
O=C1COCC(C(=O)N2CCCC2)N1,5-(pyrrolidine-1-carbonyl)morpholin-3-one,"InChI=1S/C9H14N2O3/c12-8-6-14-5-7(10-8)9(13)11-3-1-2-4-11/h7H,1-6H2,(H,10,12)",DCHZLHVKDMSAFS-UHFFFAOYSA-N,198.22199999999995,198.100442308,1.0,3.0,58.64000000000001,-0.876199999999999,1.0,-0.8,6.66,3.159,16.001
CNC(=O)CC(O)(c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1,3-(2-amino-3-propan-2-ylsulfonylbenzimidazol-5-yl)-3-hydroxy-N-methyl-3-phenylpropanamide,"InChI=1S/C20H24N4O4S/c1-13(2)29(27,28)24-17-11-15(9-10-16(17)23-19(24)21)20(26,12-18(25)22-3)14-7-5-4-6-8-14/h4-11,13,26H,12H2,1-3H3,(H2,21,23)(H,22,25)",ZGXKSKPZNGIYGE-UHFFFAOYSA-N,416.50300000000016,416.1518262479999,3.0,7.0,127.30999999999996,1.5768,6.0,1.4,14.564,-6.021,234.9
Brc1ccc2c(ccn2Cc2ccccn2)c1,5-bromo-1-(pyridin-2-ylmethyl)indole,"InChI=1S/C14H11BrN2/c15-12-4-5-14-11(9-12)6-8-17(14)10-13-3-1-2-7-16-13/h1-9H,10H2",RGOMZENFFLURJY-UHFFFAOYSA-N,287.16,286.01056045200005,0.0,2.0,17.82,3.847100000000003,2.0,3.3,2.556,12.052,384.478
Nc1ccccc1CS(=O)(=O)Nc1ccc(F)cc1F,"1-(2-aminophenyl)-N-(2,4-difluorophenyl)methanesulfonamide","InChI=1S/C13H12F2N2O2S/c14-10-5-6-13(11(15)7-10)17-20(18,19)8-9-3-1-2-4-12(9)16/h1-7,17H,8,16H2",DLWBZNRXJOJIQQ-UHFFFAOYSA-N,298.314,298.058755064,2.0,3.0,72.19,2.4889,4.0,1.9,8.316,-0.106,284.398
COc1c(Cc2c[nH]c3ccccc23)nc(OC(=O)OC(C)(C)C)c(CC(C)C)[n+]1[O-],tert-butyl [6-(1H-indol-3-ylmethyl)-5-methoxy-3-(2-methylpropyl)-4-oxidopyrazin-4-ium-2-yl] carbonate,"InChI=1S/C23H29N3O5/c1-14(2)11-19-20(30-22(27)31-23(3,4)5)25-18(21(29-6)26(19)28)12-15-13-24-17-10-8-7-9-16(15)17/h7-10,13-14,24H,11-12H2,1-6H3",XHMVJJLBVLDFKK-UHFFFAOYSA-N,427.50100000000026,427.210721028,1.0,6.0,100.38,4.308100000000003,6.0,4.3,11.593,-0.009,441.508
O=C(Cc1ccc2c(c1)CCC2)N1CCCC(c2ccnc(=O)[nH]2)C1,"6-[1-[2-(2,3-dihydro-1H-inden-5-yl)acetyl]piperidin-3-yl]-1H-pyrimidin-2-one","InChI=1S/C20H23N3O2/c24-19(12-14-6-7-15-3-1-4-16(15)11-14)23-10-2-5-17(13-23)18-8-9-21-20(25)22-18/h6-9,11,17H,1-5,10,12-13H2,(H,21,22,25)",BEEAJWBRRSFMGT-UHFFFAOYSA-N,337.423,337.17902697600005,1.0,3.0,66.06,2.2073,3.0,1.8,7.681,6.286,269.535
CC1Cc2cc(CNc3ccc(F)cc3)ccc2O1,"4-fluoro-N-[(2-methyl-2,3-dihydro-1-benzofuran-5-yl)methyl]aniline","InChI=1S/C16H16FNO/c1-11-8-13-9-12(2-7-16(13)19-11)10-18-15-5-3-14(17)4-6-15/h2-7,9,11,18H,8,10H2,1H3",FNTZRSDCYHYGCY-UHFFFAOYSA-N,257.308,257.121592352,1.0,2.0,21.26,3.7612000000000014,3.0,3.9,2.941,5.388,373.259
COCC1=NN(c2cc(F)c(F)c(F)c2)C(=O)C1,"5-(methoxymethyl)-2-(3,4,5-trifluorophenyl)-4H-pyrazol-3-one","InChI=1S/C11H9F3N2O2/c1-18-5-6-2-10(17)16(15-6)7-3-8(12)11(14)9(13)4-7/h3-4H,2,5H2,1H3",PGSVWOWTTNNILT-UHFFFAOYSA-N,258.199,258.061612188,0.0,3.0,41.9,1.843,3.0,1.5,5.006,1.596,229.537
CC(C)(C)OC(=O)CC(=O)c1cc2cc(Cl)ccc2n1Cc1ccccc1,tert-butyl 3-(1-benzyl-5-chloroindol-2-yl)-3-oxopropanoate,"InChI=1S/C22H22ClNO3/c1-22(2,3)27-21(26)13-20(25)19-12-16-11-17(23)9-10-18(16)24(19)14-15-7-5-4-6-8-15/h4-12H,13-14H2,1-3H3",GJGJREYBIYPEAQ-UHFFFAOYSA-N,383.8750000000001,383.1288212440001,0.0,4.0,48.3,5.257500000000005,5.0,5.2,5.998,4.709,505.733
CCOCC(C)Oc1cc(NC)nc(C(F)(F)F)n1,6-(1-ethoxypropan-2-yloxy)-N-methyl-2-(trifluoromethyl)pyrimidin-4-amine,"InChI=1S/C11H16F3N3O2/c1-4-18-6-7(2)19-9-5-8(15-3)16-10(17-9)11(12,13)14/h5,7H,4,6H2,1-3H3,(H,15,16,17)",YNRQUNZYDYXHHY-UHFFFAOYSA-N,279.262,279.119461412,1.0,5.0,56.27,2.3409000000000004,6.0,2.4,6.786,-11.355,270.249
COC(=O)Cc1c(C)c2cc(Cl)c3c(c2oc1=O)C[NH+](CC1CCCO1)CO3,"methyl 2-[6-chloro-4-methyl-2-oxo-9-(oxolan-2-ylmethyl)-9,10-dihydro-8H-pyrano[2,3-f][1,3]benzoxazin-9-ium-3-yl]acetate","InChI=1S/C20H22ClNO6/c1-11-13-6-16(21)19-15(9-22(10-27-19)8-12-4-3-5-26-12)18(13)28-20(24)14(11)7-17(23)25-2/h6,12H,3-5,7-10H2,1-2H3/p+1",ATMJBENTBYCYCG-UHFFFAOYSA-O,408.8580000000003,408.12084155609,1.0,6.0,79.41,1.3841199999999996,4.0,2.3,9.459,3.211,219.226
CCOC(=O)c1cnn(C(=O)c2ccccc2C)c1N,ethyl 5-amino-1-(2-methylbenzoyl)pyrazole-4-carboxylate,"InChI=1S/C14H15N3O3/c1-3-20-14(19)11-8-16-17(12(11)15)13(18)10-7-5-4-6-9(10)2/h4-8H,3,15H2,1-2H3",JJWLEGVDVLYONC-UHFFFAOYSA-N,273.29200000000003,273.11134134,1.0,6.0,87.21,1.63892,3.0,2.6,9.968,1.942,216.646
COc1cc(O)ccc1C1C2=CCC3C(=O)N(c4ccc(Cl)cc4)C(=O)C3C2CC2(Cl)C(=O)N(c3ccc(F)cc3)C(=O)C12Cl,"6a,9a-dichloro-2-(4-chlorophenyl)-8-(4-fluorophenyl)-6-(4-hydroxy-2-methoxyphenyl)-3a,4,6,10,10a,10b-hexahydroisoindolo[5,6-e]isoindole-1,3,7,9-tetrone","InChI=1S/C33H24Cl3FN2O6/c1-45-25-14-20(40)10-11-22(25)27-21-12-13-23-26(29(42)38(28(23)41)18-6-2-16(34)3-7-18)24(21)15-32(35)30(43)39(31(44)33(27,32)36)19-8-4-17(37)5-9-19/h2-12,14,23-24,26-27,40H,13,15H2,1H3",JKMFVWDWNKEYPU-UHFFFAOYSA-N,669.9200000000002,668.068397748,1.0,6.0,104.22,5.961300000000006,4.0,5.0,12.462,25.419,604.285
COc1ccc(CNC(=O)CNC(=O)Cc2cccc(C)c2)cc1,N-[2-[(4-methoxyphenyl)methylamino]-2-oxoethyl]-2-(3-methylphenyl)acetamide,"InChI=1S/C19H22N2O3/c1-14-4-3-5-16(10-14)11-18(22)21-13-19(23)20-12-15-6-8-17(24-2)9-7-15/h3-10H,11-13H2,1-2H3,(H,20,23)(H,21,22)",UIKSUPVOCRXNQM-UHFFFAOYSA-N,326.396,326.163042564,2.0,3.0,67.43,1.9787199999999991,7.0,2.3,7.896,-14.723,250.627
O=C(Cc1cnc[nH]1)Nc1ccc(Oc2ccccc2)cc1,2-(1H-imidazol-5-yl)-N-(4-phenoxyphenyl)acetamide,"InChI=1S/C17H15N3O2/c21-17(10-14-11-18-12-19-14)20-13-6-8-16(9-7-13)22-15-4-2-1-3-5-15/h1-9,11-12H,10H2,(H,18,19)(H,20,21)",QBOWFQGVMRDNFR-UHFFFAOYSA-N,293.326,293.11642672,2.0,3.0,67.01,3.3832000000000013,5.0,2.4,7.788,-3.567,350.672
CCc1[nH]nc(c2cccs2)c1NC(=O)c1ccc(Cl)cc1,4-chloro-N-(5-ethyl-3-thiophen-2-yl-1H-pyrazol-4-yl)benzamide,"InChI=1S/C16H14ClN3OS/c1-2-12-14(15(20-19-12)13-4-3-9-22-13)18-16(21)10-5-7-11(17)8-6-10/h3-9H,2H2,1H3,(H,18,21)(H,19,20)",WJPFKAWPUJUKDT-UHFFFAOYSA-N,331.828,331.054610748,2.0,3.0,57.78,4.606300000000003,4.0,3.9,6.942,5.804,448.565
c1ccc(C2(c3ccccc3)C3CCCCCCC32)cc1,"9,9-diphenylbicyclo[6.1.0]nonane","InChI=1S/C21H24/c1-2-10-16-20-19(15-9-1)21(20,17-11-5-3-6-12-17)18-13-7-4-8-14-18/h3-8,11-14,19-20H,1-2,9-10,15-16H2",TYPCCASNEHCQQC-UHFFFAOYSA-N,276.4229999999999,276.187800768,0.0,0.0,0.0,5.572900000000004,2.0,7.0,0.553,14.967,512.195
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)CSc1cccc(OC)c1,"N-(2,5-diethoxy-4-morpholin-4-ylphenyl)-2-(3-methoxyphenyl)sulfanylacetamide","InChI=1S/C23H30N2O5S/c1-4-29-21-15-20(25-9-11-28-12-10-25)22(30-5-2)14-19(21)24-23(26)16-31-18-8-6-7-17(13-18)27-3/h6-8,13-15H,4-5,9-12,16H2,1-3H3,(H,24,26)",VFOOZRTZAYHXLU-UHFFFAOYSA-N,446.5690000000001,446.18754306,1.0,7.0,69.26,4.060000000000003,10.0,3.7,8.619,-19.552,425.951
CCN(CC)S(=O)(=O)N1CCC(c2cncc(Nc3cccc(C)n3)n2)CC1,"N,N-diethyl-4-[6-[(6-methyl-2-pyridinyl)amino]pyrazin-2-yl]piperidine-1-sulfonamide","InChI=1S/C19H28N6O2S/c1-4-24(5-2)28(26,27)25-11-9-16(10-12-25)17-13-20-14-19(22-17)23-18-8-6-7-15(3)21-18/h6-8,13-14,16H,4-5,9-12H2,1-3H3,(H,21,22,23)",WVKKFRUZIHKPSI-UHFFFAOYSA-N,404.5400000000001,404.199445136,1.0,6.0,91.32,2.689620000000001,7.0,1.8,10.641,-9.394,316.448
CCCCCCCCCCc1ccccc1NC(N)=O,(2-decylphenyl)urea,"InChI=1S/C17H28N2O/c1-2-3-4-5-6-7-8-9-12-15-13-10-11-14-16(15)19-17(18)20/h10-11,13-14H,2-9,12H2,1H3,(H3,18,19,20)",KIFZOWRHACXJEQ-UHFFFAOYSA-N,276.42400000000004,276.220163516,2.0,1.0,55.12,4.860400000000003,10.0,5.1,6.365,-26.458,458.758
Clc1ccc(N2CCN(c3ncccn3)CC2)nc1,2-[4-(5-chloro-2-pyridinyl)piperazin-1-yl]pyrimidine,"InChI=1S/C13H14ClN5/c14-11-2-3-12(17-10-11)18-6-8-19(9-7-18)13-15-4-1-5-16-13/h1-5,10H,6-9H2",QOZGKLJQBHZPPS-UHFFFAOYSA-N,275.743,275.093773128,0.0,5.0,45.150000000000006,1.8516,2.0,2.1,5.566,7.49,232.989
CCCOc1ccc(N2C(=O)C(Nc3ccc(NC(=O)CC)cc3)=C(Sc3ccc(C)cc3)C2=O)cc1,"N-[4-[[4-(4-methylphenyl)sulfanyl-2,5-dioxo-1-(4-propoxyphenyl)pyrrol-3-yl]amino]phenyl]propanamide","InChI=1S/C29H29N3O4S/c1-4-18-36-23-14-12-22(13-15-23)32-28(34)26(27(29(32)35)37-24-16-6-19(3)7-17-24)31-21-10-8-20(9-11-21)30-25(33)5-2/h6-17,31H,4-5,18H2,1-3H3,(H,30,33)",IZBYNUKJWBZIQV-UHFFFAOYSA-N,515.6350000000003,515.187877408,2.0,6.0,87.74000000000001,6.121520000000006,10.0,5.9,10.605,-11.975,591.616
CC(Cl)c1nc2cc(I)ccc2n1C1(C)CCCOC1,2-(1-chloroethyl)-5-iodo-1-(3-methyloxan-3-yl)benzimidazole,"InChI=1S/C15H18ClIN2O/c1-10(16)14-18-12-8-11(17)4-5-13(12)19(14)15(2)6-3-7-20-9-15/h4-5,8,10H,3,6-7,9H2,1-2H3",FXXGVTGDELLYFL-UHFFFAOYSA-N,404.67900000000026,404.015238876,0.0,3.0,27.05,4.466300000000004,2.0,3.4,3.814,19.167,449.721
COc1ccc2cc(S(=O)(=O)N3CCN(S(=O)(=O)c4ccc5cc(OC)ccc5c4)C(C)C3)ccc2c1,"1,4-bis[(6-methoxynaphthalen-2-yl)sulfonyl]-2-methylpiperazine","InChI=1S/C27H28N2O6S2/c1-19-18-28(36(30,31)26-10-6-20-14-24(34-2)8-4-22(20)16-26)12-13-29(19)37(32,33)27-11-7-21-15-25(35-3)9-5-23(21)17-27/h4-11,14-17,19H,12-13,18H2,1-3H3",SOUNCZPLOHEKRR-UHFFFAOYSA-N,540.6630000000002,540.1388786159999,0.0,6.0,93.22,4.093900000000003,6.0,4.6,11.003,5.221,443.549
CC(C)n1c2ccc(C(F)(F)F)cc2nc1c1ccco1,2-(furan-2-yl)-1-propan-2-yl-5-(trifluoromethyl)benzimidazole,"InChI=1S/C15H13F3N2O/c1-9(2)20-12-6-5-10(15(16,17)18)8-11(12)19-14(20)13-4-3-7-21-13/h3-9H,1-2H3",XHJUNYCARMGRJC-UHFFFAOYSA-N,294.27599999999995,294.097997696,0.0,3.0,30.96,4.896000000000004,2.0,3.8,3.985,14.506,464.284
CSc1ccc2c(c1)C(c1ccccc1)=NC(O)c1nc(C)c(C)n1-2,"1,2-dimethyl-8-methylsulfanyl-6-phenyl-4H-imidazo[1,2-a][1,4]benzodiazepin-4-ol","InChI=1S/C20H19N3OS/c1-12-13(2)23-17-10-9-15(25-3)11-16(17)18(14-7-5-4-6-8-14)22-20(24)19(23)21-12/h4-11,20,24H,1-3H3",ALSHKDBTJNPCBY-UHFFFAOYSA-N,349.4590000000001,349.12488322800004,1.0,5.0,50.41,4.052940000000003,2.0,3.5,6.34,15.579,409.884
CC(C)(C)OC(=O)N1CCC(Oc2ccccc2OCc2ccccc2)CC1,tert-butyl 4-(2-phenylmethoxyphenoxy)piperidine-1-carboxylate,"InChI=1S/C23H29NO4/c1-23(2,3)28-22(25)24-15-13-19(14-16-24)27-21-12-8-7-11-20(21)26-17-18-9-5-4-6-10-18/h4-12,19H,13-17H2,1-3H3",SQXUOIFFYJZOOL-UHFFFAOYSA-N,383.48800000000017,383.209658408,0.0,4.0,48.0,5.043900000000005,5.0,4.8,5.967,4.262,489.651
Cc1noc(c2ccnc(n3cnc(C(=O)NC(C)c4ccc(F)cc4)c3)c2)n1,"N-[1-(4-fluorophenyl)ethyl]-1-[4-(3-methyl-1,2,4-oxadiazol-5-yl)-2-pyridinyl]imidazole-4-carboxamide","InChI=1S/C20H17FN6O2/c1-12(14-3-5-16(21)6-4-14)24-19(28)17-10-27(11-23-17)18-9-15(7-8-22-18)20-25-13(2)26-29-20/h3-12H,1-2H3,(H,24,28)",YEGXEIABDRAUNR-UHFFFAOYSA-N,392.39400000000006,392.13970200400007,1.0,7.0,98.73,3.2558200000000017,5.0,2.8,11.458,1.131,356.97
O=C(Cc1cccc2ccccc12)NCC(=O)N1CC(O)C1,N-[2-(3-hydroxyazetidin-1-yl)-2-oxoethyl]-2-naphthalen-1-ylacetamide,"InChI=1S/C17H18N2O3/c20-14-10-19(11-14)17(22)9-18-16(21)8-13-6-3-5-12-4-1-2-7-15(12)13/h1-7,14,20H,8-11H2,(H,18,21)",RNEFXIFRSMRYFN-UHFFFAOYSA-N,298.342,298.131742436,2.0,3.0,69.64,0.7016,4.0,1.1,8.061,-3.68,150.355
CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(C(=O)N(Cc2ccco2)c2nc3c(F)cc(F)cc3s2)cc1,"4-[bis(2-methylpropyl)sulfamoyl]-N-(4,6-difluoro-1,3-benzothiazol-2-yl)-N-(furan-2-ylmethyl)benzamide","InChI=1S/C27H29F2N3O4S2/c1-17(2)14-31(15-18(3)4)38(34,35)22-9-7-19(8-10-22)26(33)32(16-21-6-5-11-36-21)27-30-25-23(29)12-20(28)13-24(25)37-27/h5-13,17-18H,14-16H2,1-4H3",SKXCXKUZKPGJDW-UHFFFAOYSA-N,561.6760000000002,561.156754848,0.0,6.0,83.72000000000001,6.317200000000007,10.0,6.3,10.095,-9.282,613.658
O=C(NCCC1=CCCCC1)NCCc1cc(F)cc2c1OCOC2,"1-[2-(cyclohexen-1-yl)ethyl]-3-[2-(6-fluoro-4H-1,3-benzodioxin-8-yl)ethyl]urea","InChI=1S/C19H25FN2O3/c20-17-10-15(18-16(11-17)12-24-13-25-18)7-9-22-19(23)21-8-6-14-4-2-1-3-5-14/h4,10-11H,1-3,5-9,12-13H2,(H2,21,22,23)",GTKTYFPTQOEZNM-UHFFFAOYSA-N,348.4180000000001,348.18492087999994,2.0,3.0,59.59,3.424400000000002,6.0,3.0,7.156,-5.73,362.577
